"STATE","YEAR","CAPLIABILITY","CAPACCESS","CAPUSES","CAPUNLOADED","CAP18","CAP16","CAP14","state_year","State","State.Code","Year","Year.Code","UCD...Injury.Mechanism...All.Other.Leading.Causes","UCD...Injury.Mechanism...All.Other.Leading.Causes.Code","Deaths","Population","Crude.Rate","Median_Age","White_Pop","Bachelors_Degree","Median_Income","Median_Rent","CAP_Law_Present"
"Arkansas      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Arkansas","Arkansas",5,2011,2011,"Firearm","GRINJ-006",37,602445,"6.1",37.5,2296248,254903,38758,639,"(0) Law provision is not present"
"California    ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2011_California","California",6,2011,2011,"Firearm","GRINJ-006",126,8188043,"1.5",35.4,23698393,4697422,57287,1174,"(1) Law provision is present"
"Colorado      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Colorado","Colorado",8,2011,2011,"Firearm","GRINJ-006",45,1037599,"4.3",36.2,4318187,789859,55387,900,"(0) Law provision is not present"
"Connecticut   ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2011_Connecticut","Connecticut",9,2011,2011,"Firearm","GRINJ-006",10,717801,"Unreliable",40.3,2787171,500103,65753,1021,"(1) Law provision is present"
"Florida       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2011_Florida","Florida",12,2011,2011,"Firearm","GRINJ-006",115,3611339,"3.2",41.1,14535897,2190780,44299,949,"(1) Law provision is present"
"Georgia       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Georgia","Georgia",13,2011,2011,"Firearm","GRINJ-006",76,2106295,"3.6",35.5,5961961,1119648,46007,833,"(0) Law provision is not present"
"Idaho         ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Idaho","Idaho",16,2011,2011,"Firearm","GRINJ-006",27,344436,"7.8",35,1465484,174646,43341,689,"(0) Law provision is not present"
"Illinois      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2011_Illinois","Illinois",17,2011,2011,"Firearm","GRINJ-006",49,2667219,"1.8",36.8,9328438,1645334,53234,859,"(1) Law provision is present"
"Indiana       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Indiana","Indiana",18,2011,2011,"Firearm","GRINJ-006",43,1384420,"3.1",37.1,5512023,628173,46438,707,"(0) Law provision is not present"
"Iowa          ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","2011_Iowa","Iowa",19,2011,2011,"Firearm","GRINJ-006",29,634821,"4.6",38.1,2800812,358051,49427,643,"(1) Law provision is present"
"Kansas        ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Kansas","Kansas",20,2011,2011,"Firearm","GRINJ-006",40,611556,"6.5",36.3,2442531,365541,48964,709,"(0) Law provision is not present"
"Kentucky      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Kentucky","Kentucky",21,2011,2011,"Firearm","GRINJ-006",47,877158,"5.4",38.2,3837605,359975,41141,626,"(0) Law provision is not present"
"Louisiana     ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Louisiana","Louisiana",22,2011,2011,"Firearm","GRINJ-006",53,971915,"5.5",35.9,2874839,415415,41734,747,"(0) Law provision is not present"
"Maine         ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Maine","Maine",23,2011,2011,"Firearm","GRINJ-006",10,244220,"Unreliable",43.2,1264494,168605,46033,747,"(0) Law provision is not present"
"Maryland      ",2011,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2011_Maryland","Maryland",24,2011,2011,"Firearm","GRINJ-006",30,1176201,"2.6",38,3414300,800177,70004,1153,"(1) Law provision is present"
"Massachusetts ",2011,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2011_Massachusetts","Massachusetts",25,2011,2011,"Firearm","GRINJ-006",11,1336955,"Unreliable",39.3,5305948,1004133,62859,1034,"(1) Law provision is present"
"Michigan      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Michigan","Michigan",26,2011,2011,"Firearm","GRINJ-006",75,2081132,"3.6",39.2,7830903,1037602,45981,739,"(0) Law provision is not present"
"Minnesota     ",2011,"(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(1) Law provision is present","2011_Minnesota","Minnesota",27,2011,2011,"Firearm","GRINJ-006",42,1073811,"3.9",37.6,4577875,777339,56954,787,"(1) Law provision is present"
"Mississippi   ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Mississippi","Mississippi",28,2011,2011,"Firearm","GRINJ-006",23,645462,"3.6",36.1,1770546,240726,36919,689,"(0) Law provision is not present"
"Missouri      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Missouri","Missouri",29,2011,2011,"Firearm","GRINJ-006",51,1231173,"4.1",38,4991510,656222,45247,708,"(0) Law provision is not present"
"Montana       ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Montana","Montana",30,2011,2011,"Firearm","GRINJ-006",21,196984,"10.7",39.7,891294,132946,44222,650,"(0) Law provision is not present"
"Nebraska      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Nebraska","Nebraska",31,2011,2011,"Firearm","GRINJ-006",15,383813,"Unreliable",36.3,1624885,225822,50296,673,"(0) Law provision is not present"
"Nevada        ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_Nevada","Nevada",32,2011,2011,"Firearm","GRINJ-006",41,544399,"7.5",36.7,1948463,269461,48927,936,"(0) Law provision is not present"
"New Hampshire ",2011,"(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2011_NewHampshire","New Hampshire",33,2011,2011,"Firearm","GRINJ-006",11,261144,"Unreliable",41.5,1240868,191748,62647,939,"(1) Law provision is present"
"New Jersey    ",2011,"(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","(0) Law provision is not present","(0) Law provision is not present","(1) Law provision is present","(1) Law provision is present","2011_NewJersey","New Jersey",34,2011,2011,"Firearm","GRINJ-006",21,1720432,"1.2",39.2,6104543,1322225,67458,1135,"(1) Law provision is present"
"New Mexico    ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_NewMexico","New Mexico",35,2011,2011,"Firearm","GRINJ-006",29,435443,"6.7",36.6,1492790,195527,41963,729,"(0) Law provision is not present"
"New York      ",2011,"(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","(0) Law provision is not present","2011_NewYork","New York",36,2011,2011,"Firearm","GRINJ-006",61,3953226,"1.5",38.1,12710382,2467536,55246,1058,"(0) Law provision is not present"
